N,종목명,현재가,전일비,등락률,액면가,전일거래량,PER,PBR,PBR_weighted
1127.0,문배철강,2820.0,하락  10,-0.35%,500.0,47190.0,3.76,0.29,0.348
1128.0,TIGER 인도빌리언컨슈머,10115.0,상승  15,+0.15%,0.0,326680.0,,,
1129.0,삼성 레버리지 은 선물 ETN(H),19100.0,하락  460,-2.35%,0.0,14991.0,,,
1130.0,KODEX 국채선물10년,65290.0,하락  80,-0.12%,0.0,4653.0,,,
1131.0,부산산업,54100.0,상승  400,+0.74%,5000.0,1474.0,23.66,0.44,0.528
1132.0,KB 레버리지 S&P 500 선물 ETN(H),14255.0,하락  35,-0.24%,0.0,178.0,,,
1133.0,신한 레버리지 S&P500 선물 ETN,28480.0,하락  35,-0.12%,0.0,132.0,,,
1134.0,WOORI 단기국공채액티브,51995.0,상승  10,+0.02%,0.0,1890.0,,,
1135.0,KBSTAR 게임테마,8845.0,하락  15,-0.17%,0.0,24643.0,,,
1136.0,진양화학,3580.0,상승  45,+1.27%,500.0,16492.0,-20.0,1.78,2.136
1137.0,유니드비티플러스,5320.0,상승  270,+5.35%,1000.0,41465.0,28.45,0.29,0.348
1138.0,KBSTAR KP달러채권액티브,54225.0,상승  505,+0.94%,0.0,28.0,,,
1139.0,KODEX 미국메타버스나스닥액티브,11375.0,하락  175,-1.52%,0.0,70159.0,,,
1140.0,TIGER 미국S&P500배당귀족,11370.0,상승  165,+1.47%,0.0,61335.0,,,
1141.0,갤럭시아에스엠,2035.0,하락  30,-1.45%,500.0,665187.0,13.75,0.91,1.092
1142.0,KODEX K-신재생에너지액티브,20725.0,상승  170,+0.83%,0.0,123094.0,,,
1143.0,삼일씨엔에스,4395.0,하락  55,-1.24%,1000.0,12020.0,41.07,0.21,0.252
1144.0,한익스프레스,4635.0,상승  35,+0.76%,500.0,30623.0,-2.72,0.7,0.84
1145.0,TIGER 미국배당+3%프리미엄다우존스,10760.0,상승  185,+1.75%,0.0,88931.0,,,
1146.0,SJM,3540.0,상승  25,+0.71%,500.0,41656.0,3.37,0.28,0.336
1147.0,솔루스첨단소재1우,3265.0,하락  5,-0.15%,100.0,39586.0,1.48,0.4,0.48
1148.0,미래에셋증권우,3920.0,상승  15,+0.38%,5000.0,31487.0,9.12,0.21,0.252
1149.0,세원이앤씨,1270.0,보합0,0.00%,500.0,0.0,-1.2,0.37,0.444
1150.0,신한 레버리지 금 선물 ETN,27215.0,상승  485,+1.81%,0.0,236.0,,,
1151.0,ACE 단기채권알파액티브,106660.0,상승  5,0.00%,0.0,4987.0,,,
1152.0,선도전기,3000.0,보합0,0.00%,500.0,0.0,-10.1,1.74,2.088
1153.0,KODEX 유럽탄소배출권선물ICE(H),11240.0,상승  160,+1.44%,0.0,23184.0,,,
1154.0,TIGER 글로벌비만치료제TOP2Plus,10940.0,상승  90,+0.83%,0.0,84413.0,,,
1155.0,우진플라임,2680.0,상승  25,+0.94%,500.0,21292.0,32.68,0.52,0.624
1156.0,체시스,1675.0,상승  133,+8.63%,500.0,472899.0,7.13,1.54,1.8479999999999999
1157.0,KBSTAR 국채선물10년인버스,55750.0,보합0,0.00%,0.0,9.0,,,
1158.0,KODEX 차이나H,16370.0,상승  160,+0.99%,0.0,39927.0,,,
1159.0,시디즈,26600.0,하락  300,-1.12%,500.0,832.0,19.14,0.68,0.8160000000000001
1160.0,영흥,524.0,상승  13,+2.54%,500.0,94443.0,-20.96,0.19,0.22799999999999998
1161.0,KBSTAR 글로벌자산배분액티브,11525.0,상승  25,+0.22%,0.0,111144.0,,,
1162.0,티웨이홀딩스,474.0,하락  2,-0.42%,500.0,52193.0,7.18,0.31,0.372
1163.0,미래에셋 홍콩H 선물 ETN(H),10570.0,상승  120,+1.15%,0.0,722.0,,,
1164.0,KODEX 한국대만IT프리미어,23900.0,하락  335,-1.38%,0.0,9575.0,,,
1165.0,신한 인버스 2X WTI원유 선물 ETN(H),83.0,상승  2,+2.47%,0.0,1723936.0,,,
1166.0,모나미,2780.0,상승  45,+1.65%,1000.0,44370.0,-7.3,0.55,0.66
1167.0,롯데칠성우,67700.0,하락  100,-0.15%,500.0,2277.0,4.43,0.47,0.564
1168.0,미래에셋 0.5X 코스피200 선물 ETN,10390.0,하락  5,-0.05%,0.0,60.0,,,
1169.0,TIGER 차이나HSCEI,9530.0,상승  85,+0.90%,0.0,31222.0,,,
1170.0,현대건설우,49200.0,하락  50,-0.10%,5000.0,1719.0,9.87,0.67,0.804
1171.0,에쓰씨엔지니어링,1570.0,하락  24,-1.51%,500.0,247355.0,-15.86,1.35,1.62
1172.0,SOL 한국형글로벌반도체액티브,18830.0,하락  195,-1.02%,0.0,68829.0,,,
1173.0,KBSTAR 국채선물5년추종인버스,56430.0,하락  25,-0.04%,0.0,515.0,,,
1174.0,TIGER 2차전지TOP10레버리지,2785.0,하락  5,-0.18%,0.0,4335289.0,,,
1175.0,삼성 미국 대형 성장주 ETN,25460.0,하락  140,-0.55%,0.0,0.0,,,
1176.0,KODEX 미국10년국채선물,11295.0,상승  75,+0.67%,0.0,24119.0,,,
1177.0,미래에셋 0.5X 코스닥150 선물 ETN,10160.0,상승  55,+0.54%,0.0,29.0,,,
1178.0,영화금속,980.0,상승  2,+0.20%,500.0,144771.0,6.28,0.74,0.888
1179.0,TIGER 코스닥150 레버리지,11340.0,상승  240,+2.16%,0.0,234697.0,,,
1180.0,KODEX 미국AI테크TOP10+15%프리미엄,10065.0,하락  60,-0.59%,0.0,1444664.0,,,
1181.0,DL이앤씨2우(전환),23700.0,상승  300,+1.28%,5000.0,2047.0,8.2,0.21,0.252
1182.0,HANARO 32-10 국고채액티브,53330.0,하락  35,-0.07%,0.0,4856.0,,,
1183.0,메리츠 레버리지 미국채30년 ETN(H),4985.0,상승  45,+0.91%,0.0,61102.0,,,
1184.0,웰바이오텍,545.0,보합0,0.00%,500.0,0.0,-0.7,1.37,1.6440000000000001
1185.0,케이탑리츠,1024.0,보합0,0.00%,1000.0,33414.0,4.13,0.5,0.6
1186.0,ARIRANG 우주항공&UAM iSelect,12560.0,하락  65,-0.51%,0.0,22957.0,,,
1187.0,KODEX 인도Nifty50레버리지(합성),15985.0,상승  185,+1.17%,0.0,7599.0,,,
1188.0,계양전기,1790.0,하락  42,-2.29%,500.0,130899.0,-7.37,0.43,0.516
1189.0,HANARO e커머스,10035.0,상승  40,+0.40%,0.0,13007.0,,,
1190.0,KODEX Fn시스템반도체,11480.0,하락  25,-0.22%,0.0,13006.0,,,
1191.0,KB 천연가스 선물 ETN(H),4810.0,하락  205,-4.09%,0.0,106864.0,,,
1192.0,마이다스 KoreaStock액티브,20625.0,하락  75,-0.36%,0.0,1470.0,,,
1193.0,메타랩스,1925.0,상승  53,+2.83%,2500.0,8095.0,-5.38,0.68,0.8160000000000001
1194.0,한성기업,7710.0,상승  870,+12.72%,5000.0,101509.0,15.64,0.82,0.9839999999999999
1195.0,한창제지,799.0,상승  4,+0.50%,500.0,57297.0,-7.47,0.52,0.624
1196.0,인디에프,633.0,보합0,0.00%,500.0,55361.0,-158.25,1.31,1.572
1197.0,신풍제약우,21350.0,상승  250,+1.18%,500.0,2097.0,-22.29,4.09,4.9079999999999995
1198.0,유엔젤,3520.0,하락  30,-0.85%,500.0,40914.0,24.96,0.77,0.9239999999999999
1199.0,ACE 인도네시아MSCI(합성),9440.0,상승  45,+0.48%,0.0,28312.0,,,
1200.0,에이엔피,1024.0,하락  20,-1.92%,500.0,36264.0,-4.11,1.57,1.884
1201.0,한투 레버리지 천연가스 선물 ETN B,9215.0,하락  740,-7.43%,0.0,248440.0,,,
1202.0,ACE AI반도체포커스,17260.0,하락  140,-0.80%,0.0,78067.0,,,
1203.0,KODEX 삼성전자채권혼합Wise,11150.0,하락  5,-0.04%,0.0,62248.0,,,
1204.0,MH에탄올,6190.0,보합0,0.00%,500.0,3024.0,8.97,0.59,0.708
1205.0,TIGER 미국나스닥바이오,22135.0,상승  550,+2.55%,0.0,12880.0,,,
1206.0,KODEX 미국S&P500에너지(합성),14600.0,상승  100,+0.69%,0.0,25820.0,,,
1207.0,KODEX 미국30년국채+12%프리미엄(합성 H),10070.0,상승  60,+0.60%,0.0,1268270.0,,,
1208.0,DL우,26850.0,상승  350,+1.32%,5000.0,974.0,-7.4,0.15,0.18
1209.0,대림통상,2940.0,상승  10,+0.34%,1000.0,12001.0,-6.14,0.64,0.768
1210.0,KC그린홀딩스,1978.0,상승  33,+1.70%,500.0,76446.0,0.58,0.2,0.24
1211.0,평화홀딩스,3020.0,보합0,0.00%,500.0,8165.0,18.64,0.42,0.504
1212.0,한국전자홀딩스,940.0,하락  1,-0.11%,500.0,36932.0,-15.16,0.31,0.372
1213.0,SK디스커버리우,32300.0,하락  100,-0.31%,5000.0,1437.0,7.29,0.22,0.264
1214.0,KBSTAR 글로벌리얼티인컴,9745.0,상승  130,+1.35%,0.0,23843.0,,,
1215.0,참엔지니어링,514.0,상한가  118,+29.80%,500.0,738813.0,-1.69,0.66,0.792
1216.0,한투 코스피 양매도 3% OTM ETN,8700.0,보합0,0.00%,0.0,1.0,,,
1217.0,HANARO Fn조선해운,11140.0,하락  65,-0.58%,0.0,91234.0,,,
1218.0,세기상사,7800.0,보합0,0.00%,500.0,2598.0,-24.07,1.64,1.9679999999999997
1219.0,TIGER 유로스탁스50(합성 H),18015.0,상승  230,+1.29%,0.0,8630.0,,,
1220.0,삼성 미국 대형 가치주 ETN,21325.0,상승  335,+1.60%,0.0,0.0,,,
1221.0,삼성 미국 대형 성장주 ETN(H),21310.0,보합0,0.00%,0.0,0.0,,,
1222.0,ARIRANG 일본반도체소부장Solactive,13900.0,상승  145,+1.05%,0.0,12603.0,,,
1223.0,키움 코스피 200 TR ETN,10595.0,하락  35,-0.33%,0.0,36.0,,,
1224.0,ACE 미국500 15%프리미엄분배(합성),10310.0,보합0,0.00%,0.0,144683.0,,,
1225.0,KBSTAR KOFR금리액티브(합성),100335.0,상승  25,+0.02%,0.0,422.0,,,
1226.0,삼성 레버리지 금 선물 ETN(H),42025.0,상승  610,+1.47%,0.0,2350.0,,,
1227.0,KR모터스,697.0,하락  18,-2.52%,500.0,975225.0,-1.32,2.09,2.5079999999999996
1228.0,신한 구리 선물 ETN(H),20955.0,하락  120,-0.57%,0.0,30167.0,,,
1229.0,KBSTAR AI&로봇,9525.0,상승  25,+0.26%,0.0,81057.0,,,
1230.0,QV S&P500 버퍼10% 9월 ETN,13950.0,보합0,0.00%,0.0,0.0,,,
1231.0,파워 200,36285.0,하락  30,-0.08%,0.0,41.0,,,
1232.0,KOSEF 통안채1년,103900.0,상승  15,+0.01%,0.0,2.0,,,
1233.0,에셋플러스 글로벌플랫폼액티브,8480.0,하락  25,-0.29%,0.0,3747.0,,,
1234.0,TIGER 골드선물(H),15575.0,상승  105,+0.68%,0.0,7237.0,,,
1235.0,TIGER Fn신재생에너지,10310.0,상승  160,+1.58%,0.0,114727.0,,,
1236.0,KBSTAR 고배당,13665.0,상승  60,+0.44%,0.0,18174.0,,,
1237.0,TIGER 글로벌클라우드컴퓨팅INDXX,9750.0,상승  65,+0.67%,0.0,23193.0,,,
1238.0,원림,17640.0,하락  100,-0.56%,5000.0,1825.0,5.32,0.3,0.36
1239.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,40525.0,상승  395,+0.98%,0.0,64.0,,,
1240.0,이화산업,14450.0,상승  140,+0.98%,5000.0,114.0,-25.22,0.3,0.36
1241.0,TIGER 인터넷TOP10,3725.0,하락  15,-0.40%,0.0,131239.0,,,
1242.0,ACE 미국빅테크7+ 15%프리미엄분배(합성),10905.0,하락  135,-1.22%,0.0,177076.0,,,
1243.0,KODEX WTI원유선물인버스(H),4265.0,상승  60,+1.43%,0.0,161910.0,,,
1244.0,KBSTAR 미국달러SOFR금리액티브(합성),11010.0,상승  50,+0.46%,0.0,1152.0,,,
1245.0,KODEX 미국달러선물인버스,8195.0,하락  30,-0.36%,0.0,30894.0,,,
1246.0,세우글로벌,1394.0,상승  9,+0.65%,500.0,30755.0,14.37,0.81,0.972
1247.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,39930.0,보합0,0.00%,0.0,110.0,,,
1248.0,KODEX 미디어&엔터테인먼트,11080.0,하락  35,-0.31%,0.0,9393.0,,,
1249.0,하나 Solactive US Tech Top 10 ETN(H),19890.0,보합0,0.00%,0.0,0.0,,,
1250.0,ACE 200TR,23380.0,하락  20,-0.09%,0.0,6575.0,,,
1251.0,ACE 삼성그룹섹터가중,14705.0,하락  90,-0.61%,0.0,5766.0,,,
1252.0,KOSEF 글로벌AI반도체,14700.0,하락  50,-0.34%,0.0,139786.0,,,
1253.0,TIGER 차이나전기차레버리지(합성),4685.0,상승  95,+2.07%,0.0,110800.0,,,
1254.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8350.0,상승  120,+1.46%,0.0,20593.0,,,
1255.0,신한 레버리지 다우존스지수 선물 ETN(H),39215.0,상승  55,+0.14%,0.0,1439.0,,,
1256.0,유화증권우,2220.0,보합0,0.00%,1000.0,169.0,22.42,0.27,0.324
1257.0,HANARO 200선물레버리지,20415.0,하락  25,-0.12%,0.0,1076.0,,,
1258.0,미래에셋 1.5X 천연가스 선물 ETN,15505.0,하락  870,-5.31%,0.0,326.0,,,
1259.0,KODEX 증권,6910.0,보합0,0.00%,0.0,31734.0,,,
1260.0,ACE 포스코그룹포커스,6305.0,상승  35,+0.56%,0.0,203801.0,,,
1261.0,KODEX 한국부동산리츠인프라,5255.0,상승  25,+0.48%,0.0,949991.0,,,
1262.0,부산주공,486.0,보합0,0.00%,500.0,0.0,-34.71,1.93,2.316
1263.0,DL이앤씨우,17890.0,상승  190,+1.07%,5000.0,2126.0,6.19,0.16,0.192
1264.0,두산퓨얼셀2우B,12660.0,"상승  1,020",+8.76%,100.0,52771.0,-97.38,2.03,2.4359999999999995
1265.0,TIGER 인버스,4805.0,상승  5,+0.10%,0.0,276068.0,,,
1266.0,유안타증권우,2890.0,상승  5,+0.17%,5000.0,5728.0,9.54,0.37,0.444
1267.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),37300.0,보합0,0.00%,0.0,2.0,,,
1268.0,형지엘리트,1194.0,상승  12,+1.02%,500.0,114432.0,15.31,0.51,0.612
1269.0,KBSTAR Fn컨택트대표,6270.0,상승  85,+1.37%,0.0,4759.0,,,
1270.0,SOL 미국TOP5채권혼합40 Solactive,12370.0,하락  80,-0.64%,0.0,11795.0,,,
1271.0,KBSTAR 2차전지TOP10,11875.0,상승  95,+0.81%,0.0,125491.0,,,
1272.0,TIGER 200 헬스케어,16790.0,하락  190,-1.12%,0.0,13915.0,,,
1273.0,WISCOM,2410.0,상승  25,+1.05%,500.0,10670.0,-33.01,0.34,0.40800000000000003
1274.0,HANARO 원자력iSelect,18840.0,상승  220,+1.18%,0.0,198705.0,,,
1275.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,12235.0,상승  90,+0.74%,0.0,84.0,,,
1276.0,경인전자,23250.0,하락  150,-0.64%,5000.0,37204.0,7.05,0.42,0.504
1277.0,HANARO 글로벌럭셔리S&P(합성),19100.0,상승  340,+1.81%,0.0,1044.0,,,
1278.0,국동,543.0,상승  10,+1.88%,500.0,1253651.0,-2.59,0.37,0.444
1279.0,TIGER S&P글로벌헬스케어(합성),22680.0,하락  490,-2.11%,0.0,3925.0,,,
1280.0,ARIRANG 미국채30년액티브,50320.0,상승  560,+1.13%,0.0,10345.0,,,
1281.0,KODEX 인도타타그룹,9925.0,상승  45,+0.46%,0.0,614932.0,,,
1282.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,14490.0,상승  495,+3.54%,0.0,26422.0,,,
1283.0,TIGER 레버리지,18090.0,하락  40,-0.22%,0.0,101695.0,,,
1284.0,삼성 KRX 금현물 ETN,18085.0,상승  160,+0.89%,0.0,897.0,,,
1285.0,대신343 K200,36165.0,하락  15,-0.04%,0.0,4888.0,,,
1286.0,동일제강,1779.0,상승  5,+0.28%,500.0,8785.0,-10.28,0.22,0.264
1287.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,14425.0,하락  405,-2.73%,0.0,15112.0,,,
1288.0,SOL 미국S&P500ESG,14420.0,상승  60,+0.42%,0.0,7897.0,,,
1289.0,SUN&L,2830.0,상승  50,+1.80%,1000.0,36786.0,-0.23,0.15,0.18
1290.0,ACE 중장기국공채액티브,102070.0,하락  15,-0.01%,0.0,143.0,,,
1291.0,범양건영,1422.0,상승  16,+1.14%,1000.0,54036.0,-4.39,0.56,0.672
1292.0,KODEX 200ESG,13515.0,하락  80,-0.59%,0.0,4657.0,,,
1293.0,HANARO Fn K-뉴딜디지털플러스,7320.0,하락  35,-0.48%,0.0,6476.0,,,
1294.0,에넥스,584.0,하락  6,-1.02%,500.0,128160.0,-2.4,0.87,1.044
1295.0,화인베스틸,1136.0,상승  16,+1.43%,500.0,59299.0,-1.97,0.56,0.672
1296.0,WOORI 대한민국국고채액티브,53175.0,상승  50,+0.09%,0.0,177.0,,,
1297.0,삼성 미국 대형 가치주 ETN(H),17470.0,보합0,0.00%,0.0,0.0,,,
1298.0,대한방직,6580.0,상승  20,+0.30%,1000.0,3454.0,-19.88,0.18,0.216
1299.0,KODEX Fn웹툰&드라마,3745.0,상승  15,+0.40%,0.0,53511.0,,,
1300.0,제이준코스메틱,7760.0,상승  150,+1.97%,500.0,49514.0,-6.02,0.88,1.056
1301.0,KBSTAR 중국본토CSI300,9380.0,상승  95,+1.02%,0.0,907.0,,,
1302.0,신한 금 선물 ETN(H),17295.0,상승  90,+0.52%,0.0,1348.0,,,
1303.0,전방,20550.0,하락  400,-1.91%,5000.0,1165.0,-3.31,0.12,0.144
1304.0,KOSEF 미국달러선물,15070.0,상승  70,+0.47%,0.0,814.0,,,
1305.0,KBSTAR 금융채액티브,101410.0,상승  15,+0.01%,0.0,817.0,,,
1306.0,TIMEFOLIO Korea플러스배당액티브,13320.0,상승  35,+0.26%,0.0,176749.0,,,
1307.0,KODEX 미국달러선물레버리지,14725.0,상승  135,+0.93%,0.0,52983.0,,,
1308.0,TIGER 차이나바이오테크SOLACTIVE,5300.0,상승  110,+2.12%,0.0,17057.0,,,
1309.0,태원물산,4450.0,보합0,0.00%,500.0,959.0,2.05,0.73,0.876
1310.0,대신 레버리지 코스닥 150 선물 ETN,33780.0,상승  700,+2.12%,0.0,82.0,,,
1311.0,ACE 미국빅테크TOP7 Plus레버리지(합성),18660.0,하락  395,-2.07%,0.0,37201.0,,,
1312.0,KBSTAR 국고채3년,108670.0,보합0,0.00%,0.0,133.0,,,
1313.0,삼성 레버리지 코스닥150 선물 ETN,33475.0,상승  575,+1.75%,0.0,3795.0,,,
1314.0,국보,2110.0,보합0,0.00%,500.0,0.0,-0.91,1.03,1.236
1315.0,한투 레버리지 금 선물 ETN,33425.0,상승  340,+1.03%,0.0,92.0,,,
1316.0,성문전자,1480.0,상승  5,+0.34%,500.0,181504.0,-18.27,0.85,1.02
1317.0,신한 은 선물 ETN(H),16615.0,하락  150,-0.89%,0.0,418.0,,,
1318.0,한화투자증권우,6910.0,상승  200,+2.98%,5000.0,9015.0,164.52,0.96,1.152
1319.0,TBH글로벌,1588.0,하락  9,-0.56%,500.0,34733.0,7.06,0.54,0.648
1320.0,우진아이엔에스,4340.0,하락  20,-0.46%,500.0,10709.0,41.73,0.31,0.372
1321.0,TIGER 구리실물,12560.0,하락  150,-1.18%,0.0,134331.0,,,
1322.0,BYC우,15300.0,하락  100,-0.65%,500.0,1554.0,5.71,0.24,0.288
1323.0,하나 레버리지 코스닥150 선물 ETN,32785.0,하락  330,-1.00%,0.0,45.0,,,
1324.0,한투 레버리지 코스닥150선물 ETN,32780.0,하락  355,-1.07%,0.0,3739.0,,,
1325.0,미래에셋 미국 AI TOP3 ETN,10910.0,하락  205,-1.84%,0.0,4933.0,,,
1326.0,호텔신라우,43400.0,하락  200,-0.46%,5000.0,3666.0,55.71,2.71,3.252
1327.0,KBSTAR 미국S&P500(H),12980.0,하락  20,-0.15%,0.0,14635.0,,,
1328.0,KODEX K-친환경선박액티브,11325.0,상승  155,+1.39%,0.0,25417.0,,,
1329.0,삼성 레버리지 나스닥 100 ETN,32175.0,하락  335,-1.03%,0.0,283.0,,,
1330.0,동원수산,6890.0,상승  280,+4.24%,5000.0,19927.0,-2.33,0.71,0.852
1331.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),12800.0,상승  385,+3.10%,0.0,6929.0,,,
1332.0,KBSTAR 미국30년국채커버드콜(합성),9530.0,상승  105,+1.11%,0.0,44684.0,,,
1333.0,SOL KIS단기통안채,107110.0,상승  25,+0.02%,0.0,8.0,,,
1334.0,KODEX TRF7030,16725.0,상승  80,+0.48%,0.0,25578.0,,,
1335.0,KBSTAR 차이나HSCEI(H),7550.0,상승  50,+0.67%,0.0,59058.0,,,
1336.0,동양고속,10950.0,하락  70,-0.64%,5000.0,343.0,-6.41,0.42,0.504
1337.0,신풍,901.0,하락  4,-0.44%,500.0,127303.0,-6.26,0.34,0.40800000000000003
1338.0,삼성 레버리지 China A50 선물 ETN(H),31450.0,하락  340,-1.07%,0.0,2638.0,,,
1339.0,삼성 China A50 선물 ETN(H),15615.0,보합0,0.00%,0.0,2.0,,,
1340.0,윌비스,463.0,하락  7,-1.49%,1000.0,110745.0,-2.27,0.28,0.336
1341.0,메리츠 KAP 통안채 6개월 ETN,51835.0,보합0,0.00%,0.0,93002.0,,,
1342.0,이스타코,725.0,하락  3,-0.41%,500.0,157567.0,-8.73,0.68,0.8160000000000001
1343.0,SOL 미국AI반도체칩메이커,10695.0,하락  20,-0.19%,0.0,436887.0,,,
1344.0,하이트론,1118.0,상승  10,+0.90%,500.0,46255.0,-2.93,7.42,8.904
1345.0,미래에셋 원유선물혼합 ETN(H),30690.0,하락  450,-1.45%,0.0,2.0,,,
1346.0,TIGER 차이나항셍테크레버리지(합성 H),5425.0,상승  5,+0.09%,0.0,116051.0,,,
1347.0,미래에셋 미국 방위산업 TOP3 ETN,10210.0,상승  160,+1.59%,0.0,77.0,,,
1348.0,대유플러스,241.0,보합0,0.00%,500.0,0.0,-0.18,-0.25,-0.3
1349.0,KODEX 일본TOPIX100,21130.0,상승  435,+2.10%,0.0,8540.0,,,
1350.0,신한 레버리지 미국달러 선물 ETN,15200.0,상승  95,+0.63%,0.0,1272.0,,,
1351.0,신한 S&P500 VIX S/T 선물 ETN D,5050.0,하락  25,-0.49%,0.0,133882.0,,,
1352.0,메리츠 3X 레버리지 미국채30년 ETN,50230.0,"상승  1,120",+2.28%,0.0,10747.0,,,
1353.0,삼성 코스닥 150 TR ETN,10010.0,상승  135,+1.37%,0.0,108676.0,,,
1354.0,미래아이앤지,1076.0,상승  19,+1.80%,500.0,21193.0,-1.73,0.48,0.576
1355.0,ARIRANG 미국장기우량회사채,88950.0,하락  220,-0.25%,0.0,4410.0,,,
1356.0,KODEX 미국S&P500유틸리티,11510.0,상승  270,+2.40%,0.0,8214.0,,,
1357.0,삼성 레버리지 코스피200 선물 ETN,29850.0,하락  50,-0.17%,0.0,2356.0,,,
1358.0,신한 레버리지 코스피 200 선물 ETN,29820.0,하락  120,-0.40%,0.0,3.0,,,
1359.0,KBSTAR 국고채10년액티브,99400.0,하락  60,-0.06%,0.0,35835.0,,,
1360.0,ACE 일본Nikkei225(H),27065.0,상승  325,+1.22%,0.0,9536.0,,,
1361.0,KOSEF 글로벌퓨처모빌리티,9865.0,상승  85,+0.87%,0.0,76.0,,,
1362.0,ACE 미국반도체15%프리미엄분배(합성),11355.0,상승  5,+0.04%,0.0,177201.0,,,
1363.0,ARIRANG 미국단기회사채(AAA~A),119965.0,상승  665,+0.56%,0.0,334.0,,,
1364.0,TIGER 글로벌멀티에셋TIF액티브,10695.0,상승  125,+1.18%,0.0,1347.0,,,
1365.0,TIGER 200IT레버리지,41980.0,"하락  1,290",-2.98%,0.0,8113.0,,,
1366.0,KODEX TRF5050,14605.0,상승  55,+0.38%,0.0,14162.0,,,
1367.0,신한 브렌트원유 선물 ETN(H),14570.0,하락  240,-1.62%,0.0,12.0,,,
1368.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,14545.0,상승  505,+3.60%,0.0,20857.0,,,
1369.0,KBSTAR 글로벌원자력iSelect,18750.0,상승  425,+2.32%,0.0,224237.0,,,
1370.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,14475.0,하락  385,-2.59%,0.0,6705.0,,,
1371.0,대교우B,1484.0,하락  7,-0.47%,500.0,12533.0,-1.9,0.38,0.45599999999999996
1372.0,금호전기,749.0,하락  1,-0.13%,500.0,89444.0,-1.65,1.37,1.6440000000000001
1373.0,QV 미국 IT TOP5 ETN(H),41145.0,하락  810,-1.93%,0.0,58.0,,,
1374.0,삼성 레버리지 S&P500 선물 ETN,28750.0,하락  85,-0.29%,0.0,609.0,,,
1375.0,롯데지주우,35600.0,상승  50,+0.14%,200.0,322.0,-41.93,0.36,0.432
1376.0,ARIRANG 미국나스닥테크,33385.0,하락  365,-1.08%,0.0,3405.0,,,
1377.0,세방우,7650.0,상승  20,+0.26%,500.0,13348.0,1.93,0.15,0.18
1378.0,한투 인버스 2X 나스닥 100 ETN,940.0,상승  17,+1.84%,0.0,1015801.0,,,
1379.0,SOL 코스닥150,13145.0,상승  120,+0.92%,0.0,131.0,,,
1380.0,진도,2245.0,보합0,0.00%,500.0,26917.0,9.02,0.26,0.312
1381.0,KODEX 글로벌로봇(합성),17800.0,상승  180,+1.02%,0.0,7410.0,,,
1382.0,TIMEFOLIO Kstock액티브,9600.0,하락  25,-0.26%,0.0,2470.0,,,
1383.0,QV 레버리지 금 선물 ETN(H),27795.0,하락  115,-0.41%,0.0,2.0,,,
1384.0,메리츠 레버리지 금 선물 ETN(H),27640.0,상승  140,+0.51%,0.0,36.0,,,
1385.0,비비안,926.0,하락  11,-1.17%,500.0,98687.0,-3.97,0.32,0.384
1386.0,SOL 반도체후공정,14475.0,하락  100,-0.69%,0.0,154654.0,,,
1387.0,QV 블룸버그 2X 천연가스 선물 ETN(H),465.0,하락  36,-7.19%,0.0,1427737.0,,,
1388.0,하나 레버리지 콩 선물 ETN(H),27370.0,상승  305,+1.13%,0.0,267.0,,,
1389.0,ACE 5월만기자동연장회사채AA-이상액티브,10135.0,상승  5,+0.05%,0.0,11835.0,,,
1390.0,KODEX 탄소효율그린뉴딜,9085.0,상승  55,+0.61%,0.0,1299.0,,,
1391.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,2475.0,상승  20,+0.81%,0.0,36129.0,,,
1392.0,KODEX 미국배당+10%프리미엄다우존스,10015.0,상승  185,+1.88%,0.0,691324.0,,,
1393.0,스타리츠,3445.0,하락  10,-0.29%,5000.0,91851.0,10.5,0.51,0.612
1394.0,신한 콩 선물 ETN(H),13450.0,보합0,0.00%,0.0,308.0,,,
1395.0,주연테크,454.0,하락  5,-1.09%,200.0,62147.0,-6.05,0.7,0.84
1396.0,미래에셋 -2X 미국채울트라30년 선물 ETN,13375.0,하락  135,-1.00%,0.0,96.0,,,
1397.0,한투 레버리지 은 선물 ETN,26670.0,하락  560,-2.06%,0.0,596.0,,,
1398.0,KODEX 고배당,10250.0,상승  65,+0.64%,0.0,11708.0,,,
1399.0,메리츠 인버스 천연가스 선물 ETN(H),26600.0,상승  950,+3.70%,0.0,9552.0,,,
1400.0,미래에셋 인버스 천연가스 선물 ETN(H),26565.0,"상승  1,055",+4.14%,0.0,482.0,,,
1401.0,SOL 국고채3년,103145.0,상승  15,+0.01%,0.0,221.0,,,
1402.0,TIGER 글로벌BBIG액티브,14805.0,하락  50,-0.34%,0.0,2876.0,,,
